date,temperature_2m_max,temperature_2m_min,relative_humidity_2m_max,wind_speed_10m_max,rolling_max_temp_3d,risk_label
2021-08-12,28.1,25.4,94,16.7,27.96666666666667,Low
2021-08-13,27.9,25.6,92,18.4,28.0,Low
2021-08-14,27.1,24.8,94,19.1,27.700000000000003,Low
2021-08-15,27.2,24.4,94,14.6,27.399999999999995,Low
2021-08-16,27.6,25.0,94,12.4,27.3,Low
2021-08-17,26.6,25.3,94,9.8,27.133333333333336,Low
2021-08-18,26.3,25.2,95,12.0,26.833333333333332,Low
2021-08-19,25.7,24.9,95,16.2,26.2,Low
2021-08-20,27.1,25.1,94,15.6,26.366666666666664,Low
2021-08-21,25.8,24.7,95,22.0,26.200000000000003,Low
2021-08-22,27.4,25.1,95,13.6,26.766666666666666,Low
2021-08-23,28.5,24.8,95,14.8,27.233333333333334,Low
2021-08-24,28.4,25.3,96,14.9,28.099999999999998,Low
2021-08-25,27.9,25.3,96,16.6,28.266666666666666,Low
2021-08-26,27.8,25.8,93,17.0,28.03333333333333,Low
2021-08-27,28.0,25.4,94,12.3,27.900000000000002,Low
2021-08-28,27.8,25.0,94,14.5,27.866666666666664,Low
2021-08-29,28.2,24.8,93,12.2,28.0,Low
2021-08-30,27.1,25.9,93,14.5,27.7,Low
2021-08-31,26.7,25.4,94,17.1,27.333333333333332,Low
2021-09-01,27.4,25.2,94,18.9,27.066666666666666,Low
2021-09-02,27.9,25.5,93,23.8,27.333333333333332,Low
2021-09-03,27.2,25.1,95,19.1,27.5,Low
2021-09-04,27.8,25.1,95,14.5,27.633333333333336,Low
2021-09-05,27.2,25.3,95,12.3,27.399999999999995,Low
2021-09-06,27.9,25.3,95,16.8,27.633333333333336,Low
2021-09-07,27.2,25.2,96,13.3,27.433333333333334,Low
2021-09-08,27.7,25.3,96,34.9,27.599999999999998,Low
2021-09-09,28.4,25.7,93,32.1,27.766666666666666,Low
2021-09-10,27.8,25.2,94,26.2,27.966666666666665,Low
2021-09-11,27.6,25.7,94,25.3,27.933333333333334,Low
2021-09-12,27.6,25.6,94,21.4,27.666666666666668,Low
2021-09-13,26.9,26.1,92,25.0,27.36666666666667,Low
2021-09-14,28.4,26.0,91,25.5,27.63333333333333,Low
2021-09-15,27.7,25.4,93,24.1,27.666666666666668,Low
2021-09-16,28.6,25.5,92,24.5,28.23333333333333,Low
2021-09-17,28.4,25.5,92,21.6,28.233333333333334,Low
2021-09-18,27.3,25.3,92,17.9,28.099999999999998,Low
2021-09-19,27.2,25.2,94,17.1,27.633333333333336,Low
2021-09-20,27.6,25.2,94,13.1,27.366666666666664,Low
2021-09-21,27.2,25.4,94,14.5,27.333333333333332,Low
2021-09-22,26.8,25.0,95,16.8,27.2,Low
2021-09-23,27.3,25.0,95,14.5,27.099999999999998,Low
2021-09-24,28.6,25.2,94,15.0,27.566666666666666,Low
2021-09-25,28.1,24.5,95,13.4,28.0,Low
2021-09-26,28.1,25.2,93,14.1,28.26666666666667,Low
2021-09-27,26.7,25.0,94,9.6,27.633333333333336,Low
2021-09-28,26.5,24.6,95,17.6,27.100000000000005,Low
2021-09-29,27.8,25.2,95,24.9,27.0,Low
2021-09-30,27.8,25.0,95,23.1,27.366666666666664,Low
2021-10-01,29.0,25.2,97,15.1,28.2,Low
2021-10-02,28.7,24.9,98,16.4,28.5,Low
2021-10-03,30.4,25.1,96,17.8,29.366666666666664,Low
2021-10-04,30.6,26.2,97,16.5,29.900000000000002,Low
2021-10-05,30.8,26.1,98,17.7,30.599999999999998,Low
2021-10-06,31.3,26.4,97,12.5,30.900000000000002,Low
2021-10-07,31.9,26.0,98,12.1,31.333333333333332,Low
2021-10-08,29.2,25.3,95,15.3,30.8,Low
2021-10-09,28.5,25.9,97,13.3,29.866666666666664,Low
2021-10-10,29.2,25.9,96,10.1,28.966666666666665,Low
2021-10-11,29.2,25.1,96,15.3,28.96666666666667,Low
2021-10-12,30.1,25.2,97,12.7,29.5,Low
2021-10-13,30.9,25.1,95,12.8,30.066666666666663,Low
2021-10-14,31.9,25.5,96,18.7,30.96666666666667,Low
2021-10-15,32.9,24.6,83,18.6,31.899999999999995,Low
2021-10-16,31.5,24.1,81,20.0,32.099999999999994,Low
2021-10-17,30.5,24.5,81,17.4,31.633333333333336,Low
2021-10-18,30.1,25.3,91,19.9,30.7,Low
2021-10-19,29.2,24.7,91,13.8,29.933333333333334,Low
2021-10-20,29.7,23.6,99,18.6,29.666666666666668,Low
2021-10-21,31.2,22.9,96,18.1,30.03333333333333,Low
2021-10-22,32.1,22.3,91,15.0,31.0,Low
2021-10-23,31.0,23.2,92,18.1,31.433333333333337,Low
2021-10-24,29.5,22.9,95,17.2,30.866666666666664,Low
2021-10-25,30.3,22.8,96,20.2,30.26666666666667,Low
2021-10-26,32.0,22.9,92,16.3,30.600000000000005,Low
2021-10-27,33.1,23.0,88,20.2,31.8,Low
2021-10-28,33.6,23.4,73,21.6,32.900000000000006,Low
2021-10-29,33.3,23.9,63,21.2,33.333333333333336,Low
2021-10-30,33.1,24.0,66,19.6,33.333333333333336,Low
2021-10-31,32.5,24.1,71,18.1,32.96666666666667,Low
2021-11-01,32.1,22.5,79,14.3,32.56666666666667,Low
2021-11-02,33.2,23.3,80,14.2,32.6,Low
2021-11-03,33.7,23.7,79,21.1,33.00000000000001,Low
2021-11-04,32.4,24.8,71,15.8,33.1,Low
2021-11-05,32.3,24.3,92,17.1,32.800000000000004,Low
2021-11-06,31.3,23.8,93,15.3,32.0,Low
2021-11-07,29.2,24.1,90,13.0,30.933333333333337,Low
2021-11-08,31.7,23.6,93,16.8,30.733333333333334,Low
2021-11-09,32.4,21.5,90,18.3,31.100000000000005,Low
2021-11-10,32.2,21.6,74,20.9,32.1,Low
2021-11-11,32.6,21.3,70,18.7,32.400000000000006,Low
2021-11-12,32.0,21.7,61,22.6,32.26666666666667,Low
2021-11-13,32.7,23.4,74,19.8,32.43333333333334,Low
2021-11-14,32.5,23.9,76,18.1,32.400000000000006,Low
2021-11-15,32.5,24.6,76,21.9,32.56666666666667,Low
2021-11-16,33.5,24.6,78,19.2,32.833333333333336,Low
2021-11-17,32.2,24.5,95,16.9,32.73333333333334,Low
2021-11-18,30.1,23.8,97,13.4,31.933333333333337,Low
2021-11-19,31.4,23.6,98,15.4,31.233333333333338,Low
2021-11-20,32.5,24.5,96,12.2,31.33333333333334,Low
2021-11-21,32.8,25.3,93,16.7,32.23333333333334,Low
2021-11-22,28.7,24.9,97,10.2,31.333333333333332,Low
2021-11-23,30.5,24.7,97,17.3,30.66666666666667,Low
2021-11-24,31.7,25.5,95,16.6,30.3,Low
2021-11-25,32.6,24.6,90,16.7,31.600000000000005,Low
2021-11-26,32.5,23.1,89,15.0,32.26666666666667,Low
2021-11-27,32.6,22.2,91,16.3,32.56666666666667,Low
2021-11-28,32.2,21.7,89,16.1,32.43333333333334,Low
2021-11-29,32.5,21.4,70,15.1,32.43333333333334,Low
2021-11-30,32.5,23.8,74,15.0,32.400000000000006,Low
2021-12-01,24.7,20.7,91,20.3,29.900000000000002,Low
2021-12-02,24.8,19.3,94,26.9,27.33333333333334,Low
2021-12-03,27.0,22.0,97,10.4,25.500000000000004,Low
2021-12-04,27.6,21.4,97,11.3,26.46666666666667,Low
2021-12-05,26.7,20.9,98,11.8,27.100000000000005,Low
2021-12-06,29.0,21.0,97,16.3,27.76666666666667,Low
2021-12-07,30.1,22.0,83,15.5,28.600000000000005,Low
2021-12-08,31.0,22.1,80,16.2,30.033333333333335,Low
2021-12-09,29.9,22.7,79,16.3,30.33333333333334,Low
2021-12-10,31.2,22.2,78,15.8,30.700000000000006,Low
2021-12-11,31.0,22.2,81,14.6,30.700000000000006,Low
2021-12-12,31.6,21.0,89,13.5,31.26666666666667,Low
2021-12-13,29.3,20.7,85,15.7,30.63333333333334,Low
2021-12-14,28.5,19.3,88,17.1,29.800000000000008,Low
2021-12-15,27.3,19.1,93,14.3,28.366666666666674,Low
2021-12-16,28.2,19.6,95,16.7,28.000000000000004,Low
2021-12-17,28.0,20.3,86,17.0,27.83333333333334,Low
2021-12-18,29.4,18.9,92,15.9,28.533333333333335,Low
2021-12-19,29.8,19.7,82,17.0,29.066666666666674,Low
2021-12-20,29.9,18.6,90,14.7,29.700000000000003,Low
2021-12-21,28.6,17.8,91,13.0,29.433333333333337,Low
2021-12-22,28.1,17.9,96,12.5,28.866666666666674,Low
2021-12-23,28.0,18.2,95,12.9,28.233333333333338,Low
2021-12-24,26.3,17.7,98,14.6,27.466666666666672,Low
2021-12-25,26.3,17.6,98,14.8,26.866666666666674,Low
2021-12-26,28.2,18.6,95,17.8,26.933333333333337,Low
2021-12-27,29.4,17.9,88,13.8,27.966666666666672,Low
2021-12-28,28.1,18.4,90,21.5,28.566666666666674,Low
2021-12-29,27.6,19.5,78,20.8,28.36666666666667,Low
2021-12-30,30.0,18.8,77,20.8,28.566666666666674,Low
2021-12-31,31.4,20.9,79,16.3,29.66666666666667,Low
2022-01-01,31.3,20.4,78,13.9,30.900000000000006,Low
2022-01-02,30.6,20.5,77,14.1,31.100000000000005,Low
2022-01-03,30.9,21.4,84,13.8,30.933333333333337,Low
2022-01-04,31.3,20.4,92,15.1,30.933333333333337,Low
2022-01-05,28.5,20.4,96,17.3,30.233333333333338,Low
2022-01-06,27.9,20.5,98,16.5,29.233333333333338,Low
2022-01-07,27.4,19.6,95,15.5,27.933333333333337,Low
2022-01-08,24.5,21.0,98,12.1,26.600000000000005,Low
2022-01-09,25.4,18.8,92,22.0,25.76666666666667,Low
2022-01-10,24.3,16.0,73,23.1,24.733333333333338,Low
2022-01-11,24.5,14.8,90,15.2,24.733333333333338,Low
2022-01-12,25.1,16.4,79,18.4,24.633333333333336,Low
2022-01-13,25.9,15.7,89,15.4,25.16666666666667,Low
2022-01-14,25.8,17.2,93,16.1,25.600000000000005,Low
2022-01-15,28.8,18.1,86,20.5,26.83333333333334,Low
2022-01-16,31.4,19.1,79,18.7,28.66666666666667,Low
2022-01-17,30.7,20.3,77,14.8,30.300000000000008,Low
2022-01-18,29.0,20.0,81,19.0,30.36666666666667,Low
2022-01-19,29.2,18.8,86,17.2,29.633333333333336,Low
2022-01-20,27.5,19.0,90,16.1,28.566666666666674,Low
2022-01-21,27.1,18.8,96,14.2,27.933333333333337,Low
2022-01-22,26.7,20.2,98,22.7,27.100000000000005,Low
2022-01-23,23.3,17.7,78,22.4,25.700000000000006,Low
2022-01-24,24.3,14.3,83,25.5,24.76666666666667,Low
2022-01-25,25.4,14.3,69,18.8,24.33333333333334,Low
2022-01-26,27.3,15.8,68,19.9,25.66666666666667,Low
2022-01-27,29.3,16.9,67,20.5,27.33333333333334,Low
2022-01-28,30.6,18.5,57,17.8,29.066666666666674,Low
2022-01-29,31.0,17.2,70,17.2,30.300000000000008,Low
2022-01-30,29.9,16.3,78,15.2,30.500000000000004,Low
2022-01-31,29.3,16.8,77,17.3,30.066666666666674,Low
2022-02-01,29.4,16.0,91,20.1,29.533333333333335,Low
2022-02-02,27.9,16.5,98,18.1,28.866666666666674,Low
2022-02-03,26.3,17.1,100,13.1,27.86666666666667,Low
2022-02-04,26.0,18.6,97,12.7,26.733333333333338,Low
2022-02-05,27.7,15.7,91,19.2,26.66666666666667,Low
2022-02-06,27.5,17.5,96,19.4,27.066666666666674,Low
2022-02-07,26.1,18.3,98,21.9,27.100000000000005,Low
2022-02-08,25.6,18.3,97,17.3,26.400000000000006,Low
2022-02-09,26.4,17.7,100,19.3,26.033333333333342,Low
2022-02-10,30.3,18.5,79,24.0,27.433333333333337,Low
2022-02-11,32.2,20.9,58,21.7,29.633333333333336,Low
2022-02-12,30.8,20.0,67,21.0,31.100000000000005,Low
2022-02-13,30.3,18.6,77,19.5,31.100000000000005,Low
2022-02-14,29.1,18.7,87,19.5,30.066666666666674,Low
2022-02-15,27.3,19.0,92,17.3,28.900000000000006,Low
2022-02-16,26.5,18.7,96,16.5,27.63333333333334,Low
2022-02-17,26.9,17.6,99,14.0,26.900000000000006,Low
2022-02-18,28.2,18.4,98,14.6,27.200000000000006,Low
2022-02-19,29.7,18.9,96,17.9,28.26666666666667,Low
2022-02-20,31.0,19.4,90,20.2,29.633333333333336,Low
2022-02-21,31.3,17.9,80,22.9,30.66666666666667,Low
2022-02-22,30.4,18.4,91,21.8,30.900000000000006,Low
2022-02-23,29.9,18.5,94,18.9,30.533333333333335,Low
2022-02-24,30.3,20.2,89,20.1,30.200000000000003,Low
2022-02-25,30.7,20.7,77,22.9,30.3,Low
2022-02-26,30.5,20.0,82,21.8,30.500000000000004,Low
2022-02-27,31.1,19.9,76,24.2,30.76666666666667,Low
2022-02-28,32.4,20.0,64,21.3,31.33333333333334,Low
2022-03-01,32.5,21.0,69,18.9,32.00000000000001,Low
2022-03-02,34.5,21.6,68,22.4,33.13333333333333,Low
2022-03-03,35.4,21.6,63,24.7,34.13333333333333,Moderate
2022-03-04,34.5,23.8,50,24.7,34.800000000000004,Low
2022-03-05,34.3,20.8,65,23.7,34.73333333333334,Low
2022-03-06,34.2,22.5,65,20.4,34.333333333333336,Low
2022-03-07,32.2,24.3,73,16.0,33.56666666666667,Low
2022-03-08,36.0,25.2,67,23.2,34.13333333333335,Moderate
2022-03-09,34.1,24.5,68,16.9,34.1,Low
2022-03-10,33.8,23.1,78,19.0,34.63333333333334,Low
2022-03-11,33.3,24.0,68,16.5,33.733333333333334,Low
2022-03-12,36.3,22.8,72,18.0,34.46666666666667,Moderate
2022-03-13,36.3,22.6,85,23.3,35.300000000000004,Moderate
2022-03-14,36.0,22.8,48,21.5,36.2,Moderate
2022-03-15,36.0,23.8,61,22.2,36.1,Moderate
2022-03-16,35.4,23.3,69,26.0,35.800000000000004,Moderate
2022-03-17,35.5,24.6,64,23.5,35.63333333333333,Moderate
2022-03-18,34.8,22.8,91,27.1,35.23333333333334,Low
2022-03-19,32.0,23.5,94,20.8,34.1,Low
2022-03-20,30.2,24.0,96,26.9,32.333333333333336,Low
2022-03-21,30.5,22.6,100,24.2,30.900000000000006,Low
2022-03-22,34.3,24.6,65,26.5,31.66666666666667,Low
2022-03-23,38.0,26.1,50,28.0,34.26666666666667,Moderate
2022-03-24,33.7,24.9,83,20.1,35.333333333333336,Low
2022-03-25,32.1,23.8,93,21.6,34.6,Low
2022-03-26,32.4,23.3,100,22.2,32.73333333333334,Low
2022-03-27,32.3,23.6,98,21.2,32.26666666666667,Low
2022-03-28,32.3,24.3,100,20.7,32.333333333333336,Low
2022-03-29,33.5,23.2,94,20.4,32.7,Low
2022-03-30,33.8,22.8,95,19.4,33.2,Low
2022-03-31,31.9,22.0,96,17.4,33.06666666666667,Low
2022-04-01,33.0,22.1,100,19.1,32.900000000000006,Low
2022-04-02,31.0,23.3,98,19.4,31.96666666666667,Low
2022-04-03,31.6,23.0,99,23.4,31.86666666666667,Low
2022-04-04,32.1,25.0,96,23.9,31.566666666666674,Low
2022-04-05,32.2,24.7,97,22.5,31.966666666666672,Low
2022-04-06,32.0,24.9,95,19.8,32.1,Low
2022-04-07,32.6,25.2,96,18.9,32.26666666666667,Low
2022-04-08,33.4,24.4,99,21.3,32.66666666666667,Low
2022-04-09,32.1,26.0,95,17.4,32.70000000000001,Low
2022-04-10,32.6,26.0,95,19.6,32.70000000000001,Low
2022-04-11,32.5,25.6,95,23.4,32.400000000000006,Low
2022-04-12,33.6,24.0,99,22.7,32.900000000000006,Low
2022-04-13,34.9,24.2,96,23.1,33.66666666666667,Low
2022-04-14,32.1,25.2,92,18.0,33.53333333333334,Low
2022-04-15,32.1,25.4,94,18.9,33.03333333333334,Low
2022-04-16,31.6,23.4,98,19.6,31.933333333333337,Low
2022-04-17,32.0,24.7,94,19.9,31.900000000000006,Low
2022-04-18,31.5,24.8,94,23.8,31.700000000000006,Low
2022-04-19,32.2,24.8,97,23.4,31.900000000000006,Low
2022-04-20,32.9,25.1,96,22.5,32.20000000000001,Low
2022-04-21,38.4,28.1,72,29.8,34.50000000000001,Moderate
2022-04-22,36.4,26.8,79,21.3,35.900000000000006,Moderate
2022-04-23,37.1,26.3,97,17.7,37.300000000000004,Moderate
2022-04-24,33.9,27.0,96,17.3,35.800000000000004,Low
2022-04-25,36.5,25.4,91,23.7,35.833333333333336,Moderate
2022-04-26,33.9,26.3,85,19.2,34.76666666666667,Low
2022-04-27,35.4,25.9,89,24.0,35.26666666666667,Moderate
2022-04-28,36.2,26.4,87,19.5,35.166666666666664,Moderate
2022-04-29,33.3,27.8,93,17.0,34.96666666666667,Low
2022-04-30,33.1,25.7,95,18.7,34.2,Low
2022-05-01,33.0,26.2,94,16.7,33.13333333333333,Low
2022-05-02,32.6,27.9,89,19.8,32.900000000000006,Low
2022-05-03,32.9,27.3,90,19.6,32.833333333333336,Low
2022-05-04,32.7,26.9,92,21.3,32.73333333333334,Low
2022-05-05,33.1,25.7,95,23.4,32.900000000000006,Low
2022-05-06,32.8,26.4,95,22.5,32.866666666666674,Low
2022-05-07,33.1,26.1,97,22.9,33.00000000000001,Low
2022-05-08,33.2,26.3,100,26.7,33.03333333333334,Low
2022-05-09,32.6,26.9,97,24.6,32.96666666666667,Low
2022-05-10,32.7,28.0,87,24.5,32.83333333333334,Low
2022-05-11,32.5,27.5,92,19.8,32.6,Low
2022-05-12,32.6,28.5,79,18.4,32.60000000000001,Low
2022-05-13,32.1,28.3,80,18.5,32.400000000000006,Low
2022-05-14,32.4,28.1,79,17.1,32.366666666666674,Low
2022-05-15,32.9,28.2,82,18.1,32.46666666666667,Low
2022-05-16,32.7,27.3,88,23.3,32.66666666666668,Low
2022-05-17,32.9,27.9,86,18.2,32.833333333333336,Low
2022-05-18,32.3,27.4,87,20.2,32.63333333333334,Low
2022-05-19,32.2,27.5,86,21.9,32.466666666666676,Low
2022-05-20,32.1,27.9,80,19.6,32.20000000000001,Low
2022-05-21,32.5,28.6,72,21.6,32.26666666666667,Low
2022-05-22,32.5,28.8,75,22.9,32.366666666666674,Low
2022-05-23,32.8,28.6,77,22.6,32.6,Low
2022-05-24,32.6,28.3,81,22.0,32.63333333333334,Low
2022-05-25,32.4,27.6,81,18.7,32.6,Low
2022-05-26,32.8,27.9,79,18.4,32.6,Low
2022-05-27,33.3,28.5,72,20.1,32.833333333333336,Low
2022-05-28,33.0,28.6,69,20.2,33.03333333333333,Low
2022-05-29,33.1,28.9,71,20.6,33.13333333333334,Low
2022-05-30,32.6,28.3,72,20.3,32.900000000000006,Low
2022-05-31,32.9,28.1,74,21.4,32.866666666666674,Low
2022-06-01,32.3,28.3,75,21.3,32.6,Low
2022-06-02,32.2,27.9,80,21.1,32.466666666666676,Low
2022-06-03,31.8,27.6,81,20.3,32.1,Low
2022-06-04,32.4,27.6,85,18.9,32.13333333333334,Low
2022-06-05,32.4,27.5,86,20.6,32.20000000000001,Low
2022-06-06,32.1,27.7,84,17.9,32.300000000000004,Low
2022-06-07,32.7,27.9,81,18.2,32.400000000000006,Low
2022-06-08,31.8,27.1,91,17.8,32.2,Low
2022-06-09,31.1,26.7,88,16.9,31.866666666666674,Low
2022-06-10,30.8,26.6,91,18.7,31.233333333333338,Low
2022-06-11,29.8,25.6,92,23.0,30.566666666666674,Low
2022-06-12,28.4,25.7,92,25.3,29.66666666666667,Low
2022-06-13,29.6,25.2,93,26.3,29.26666666666667,Low
2022-06-14,30.5,25.6,94,22.9,29.500000000000004,Low
2022-06-15,30.1,26.3,91,21.0,30.066666666666674,Low
2022-06-16,30.1,25.8,92,20.1,30.233333333333338,Low
2022-06-17,29.8,26.0,94,19.8,30.00000000000001,Low
2022-06-18,29.8,26.5,92,22.4,29.900000000000006,Low
2022-06-19,28.4,25.3,93,22.0,29.33333333333334,Low
2022-06-20,26.7,25.1,94,18.4,28.3,Low
2022-06-21,27.9,24.8,95,21.0,27.66666666666667,Low
2022-06-22,29.2,25.1,94,19.2,27.933333333333337,Low
2022-06-23,28.7,24.7,95,12.9,28.600000000000005,Low
2022-06-24,29.9,25.5,94,22.7,29.26666666666667,Low
2022-06-25,29.3,25.5,94,22.9,29.3,Low
2022-06-26,28.0,25.3,93,29.5,29.066666666666674,Low
2022-06-27,28.3,25.4,94,23.2,28.533333333333342,Low
2022-06-28,28.1,25.5,93,20.0,28.13333333333334,Low
2022-06-29,28.4,25.7,92,19.4,28.26666666666667,Low
2022-06-30,27.8,25.4,94,20.2,28.100000000000005,Low
2022-07-01,26.4,24.9,95,18.6,27.533333333333335,Low
2022-07-02,27.5,25.1,94,21.1,27.233333333333338,Low
2022-07-03,27.3,24.9,94,23.1,27.066666666666674,Low
2022-07-04,27.0,25.1,93,20.6,27.26666666666667,Low
2022-07-05,26.5,25.2,93,21.1,26.933333333333337,Low
2022-07-06,26.7,25.4,92,20.7,26.733333333333338,Low
2022-07-07,27.1,25.7,92,21.9,26.76666666666667,Low
2022-07-08,28.6,25.3,91,25.9,27.466666666666672,Low
2022-07-09,26.9,24.5,94,24.2,27.533333333333335,Low
2022-07-10,26.3,24.3,94,22.0,27.26666666666667,Low
2022-07-11,25.6,23.2,97,25.0,26.26666666666667,Low
2022-07-12,25.9,23.8,94,22.8,25.933333333333337,Low
2022-07-13,25.9,24.4,93,32.1,25.8,Low
2022-07-14,26.0,24.9,92,32.2,25.933333333333337,Low
2022-07-15,28.1,25.6,91,34.6,26.66666666666667,Low
2022-07-16,28.0,25.7,90,32.5,27.366666666666674,Low
2022-07-17,28.8,25.7,90,23.0,28.300000000000008,Low
2022-07-18,26.2,24.4,93,18.5,27.66666666666667,Low
2022-07-19,26.5,24.3,93,21.1,27.16666666666667,Low
2022-07-20,27.7,25.1,93,18.5,26.800000000000008,Low
2022-07-21,27.9,25.1,91,18.8,27.36666666666667,Low
2022-07-22,28.9,25.2,93,20.4,28.16666666666667,Low
2022-07-23,26.9,24.8,92,19.1,27.900000000000002,Low
2022-07-24,26.4,24.9,92,19.5,27.400000000000006,Low
2022-07-25,28.0,24.9,92,18.8,27.100000000000005,Low
2022-07-26,27.4,25.4,92,15.8,27.26666666666667,Low
2022-07-27,28.3,25.1,94,12.2,27.900000000000006,Low
2022-07-28,28.8,24.5,96,16.3,28.16666666666667,Low
2022-07-29,29.3,25.6,93,17.4,28.800000000000008,Low
2022-07-30,29.2,26.1,94,16.8,29.100000000000005,Low
2022-07-31,29.0,25.6,93,17.3,29.16666666666667,Low
2022-08-01,29.0,25.9,92,17.4,29.066666666666674,Low
2022-08-02,29.2,25.8,90,16.7,29.066666666666674,Low
2022-08-03,28.9,25.6,92,15.2,29.033333333333335,Low
2022-08-04,28.5,25.4,93,13.3,28.86666666666667,Low
2022-08-05,27.1,25.6,94,15.1,28.16666666666667,Low
2022-08-06,27.6,25.2,94,17.1,27.733333333333338,Low
2022-08-07,27.7,25.7,95,16.1,27.466666666666672,Low
2022-08-08,27.2,25.6,93,35.1,27.500000000000004,Low
2022-08-09,26.7,25.3,93,35.5,27.200000000000003,Low
2022-08-10,27.3,25.5,92,36.6,27.066666666666674,Low
2022-08-11,28.0,25.7,91,37.7,27.33333333333334,Low
2022-08-12,28.0,25.2,90,39.5,27.76666666666667,Low
2022-08-13,28.5,25.2,90,29.8,28.16666666666667,Low
2022-08-14,28.2,24.8,90,29.6,28.233333333333338,Low
2022-08-15,26.8,24.8,93,24.8,27.83333333333334,Low
2022-08-16,26.2,24.9,91,31.9,27.066666666666674,Low
2022-08-17,27.4,24.9,91,29.8,26.8,Low
2022-08-18,27.7,24.9,90,27.3,27.100000000000005,Low
2022-08-19,27.9,25.2,90,24.7,27.666666666666668,Low
2022-08-20,27.9,25.3,92,21.7,27.83333333333334,Low
2022-08-21,27.7,25.2,92,21.3,27.83333333333334,Low
2022-08-22,27.2,25.1,90,23.4,27.600000000000005,Low
2022-08-23,28.0,25.0,92,24.8,27.633333333333336,Low
2022-08-24,27.9,24.8,92,22.9,27.700000000000003,Low
2022-08-25,27.5,24.9,92,17.1,27.8,Low
2022-08-26,27.9,24.3,92,15.2,27.76666666666667,Low
2022-08-27,28.1,24.7,94,16.6,27.83333333333334,Low
2022-08-28,28.0,24.6,92,17.6,28.000000000000004,Low
2022-08-29,28.7,24.4,94,16.7,28.26666666666667,Low
2022-08-30,29.4,25.3,96,18.3,28.700000000000003,Low
2022-08-31,29.5,25.1,96,18.0,29.200000000000003,Low
2022-09-01,28.9,25.1,95,16.0,29.26666666666667,Low
2022-09-02,30.4,25.1,97,13.6,29.600000000000005,Low
2022-09-03,29.9,25.7,93,15.4,29.733333333333338,Low
2022-09-04,28.6,26.0,93,14.8,29.633333333333336,Low
2022-09-05,29.0,26.0,93,15.8,29.16666666666667,Low
2022-09-06,29.1,25.5,93,13.3,28.900000000000006,Low
2022-09-07,30.1,25.3,95,15.6,29.400000000000006,Low
2022-09-08,28.5,24.9,95,12.0,29.233333333333338,Low
2022-09-09,29.6,25.0,97,13.7,29.400000000000006,Low
2022-09-10,29.5,25.5,94,11.7,29.200000000000006,Low
2022-09-11,29.2,24.9,94,13.0,29.433333333333337,Low
2022-09-12,28.5,25.0,94,17.7,29.066666666666674,Low
2022-09-13,26.7,25.0,93,24.1,28.133333333333336,Low
2022-09-14,27.5,25.3,92,27.3,27.566666666666674,Low
2022-09-15,27.8,25.3,92,30.5,27.33333333333334,Low
2022-09-16,26.1,24.6,94,25.9,27.133333333333336,Low
2022-09-17,27.4,24.3,95,20.2,27.100000000000005,Low
2022-09-18,26.5,24.0,94,16.0,26.66666666666667,Low
2022-09-19,27.8,24.2,93,19.2,27.233333333333338,Low
2022-09-20,26.2,24.3,92,13.2,26.83333333333334,Low
2022-09-21,27.0,24.2,94,15.2,27.000000000000004,Low
2022-09-22,25.7,24.2,93,14.4,26.300000000000008,Low
2022-09-23,28.1,24.1,93,18.7,26.933333333333337,Low
2022-09-24,27.2,24.3,93,17.2,27.000000000000004,Low
2022-09-25,27.4,24.3,93,12.1,27.566666666666674,Low
2022-09-26,27.8,23.5,94,14.7,27.466666666666672,Low
2022-09-27,28.0,23.8,98,13.1,27.733333333333338,Low
2022-09-28,28.0,24.3,97,15.7,27.933333333333337,Low
2022-09-29,28.0,24.0,96,15.3,28.0,Low
2022-09-30,29.0,24.4,97,15.5,28.33333333333334,Low
2022-10-01,27.9,23.3,98,16.1,28.300000000000008,Low
2022-10-02,28.6,24.0,99,16.3,28.500000000000004,Low
2022-10-03,28.6,24.2,99,18.9,28.366666666666674,Low
2022-10-04,29.4,24.4,98,19.7,28.86666666666667,Low
2022-10-05,30.0,24.9,98,20.2,29.33333333333334,Low
2022-10-06,29.5,25.3,98,22.1,29.633333333333336,Low
2022-10-07,27.0,24.4,95,18.1,28.83333333333334,Low
2022-10-08,27.3,24.8,93,17.6,27.933333333333337,Low
2022-10-09,28.9,25.2,94,13.0,27.733333333333338,Low
2022-10-10,29.8,24.2,98,12.9,28.66666666666667,Low
2022-10-11,29.9,24.4,96,12.4,29.533333333333335,Low
2022-10-12,28.3,24.1,96,11.0,29.33333333333334,Low
2022-10-13,29.7,23.9,97,9.8,29.300000000000008,Low
2022-10-14,30.5,24.5,97,10.8,29.500000000000004,Low
2022-10-15,31.9,24.0,94,13.4,30.700000000000003,Low
2022-10-16,32.0,24.6,85,15.6,31.46666666666667,Low
2022-10-17,29.9,25.0,94,15.0,31.26666666666667,Low
2022-10-18,27.6,24.5,98,16.9,29.83333333333334,Low
2022-10-19,29.5,24.6,95,9.9,29.000000000000004,Low
2022-10-20,29.6,24.1,98,11.9,28.900000000000006,Low
2022-10-21,30.8,24.7,95,9.7,29.966666666666672,Low
2022-10-22,30.4,24.7,96,17.7,30.26666666666667,Low
2022-10-23,31.4,22.7,78,13.8,30.86666666666667,Low
2022-10-24,30.6,20.4,91,12.5,30.800000000000008,Low
2022-10-25,30.0,21.3,92,13.1,30.66666666666667,Low
